"type","question","options","answer"
"单选题","政府采购货物和服务采购项目采购人应当在评 审报告推荐的中标或者成交候选人中（）确 定中标或者成交供应商。","A. 按综合得分最高
B. 按顺序
C. 按业绩最优
D. 按价格最低","B"
"单选题","政府采购项目竞争性谈判和询价采购应按照符 合采购需求、质量和服务相等且报价最低的原 则确定成交供应商。质量和服务相等是指供应 商提供的产品质量和服务（）。","A. 均能满足采购文件规定的实质性要求
B. 可以不相同
C. 完全相同
D. 基本相同","A"
"单选题","政府采购货物和服务采购项目，采购人或者采 购代理机构应当按照（）制定的招标文件标准 文本编制招标文件。","A. 当地财政部口
B. 财政部
C. 采购代理机构
D. 国家发改委等屯部委","B"
"单选题","有权可W制定县级集中采购目录和采购限额标 准的主体是（）","A. 设区的市级人民政府或其授权的机构
B. 市级人民政府或其授权的机构
C. 省级人民政府或其授权的机构
D. 县级人民政府或其授权的机构","C"
"单选题","政府采购工程采用竞争性谈判方式进行采购 时，适用（）。","A. 招标投标法
B. 政府采购竞争性磋商采购方式管理暂行办法
C. 政府采购法
D. 财政部87号令","C"
"单选题","在福建省某政府购买居家养老服务项目的验收 环节，除了采购人肉部人员外，还应邀请谁参 与？","A. 同级审计部口人员
B. 项目所在地的街道、社区工作人员及服务对象代表
C. 上级主管部口领导
D. 质量技术监督部口人员","B"
"单选题","供应商依法缴纳税收的证明材料是指参加政府 采购活动前一段时间内缴纳税收的凭据，不包 括（）。","A. 増值税
B. 营业税
C. 企业所得税
D. 个人所得税","D"
"单选题","以下哪一个情形不属于《中华人民共和国政府 采购法》 第二十二条第一款第五项重大违法记录（）","A. 公司因在与政府采购无关的经营活动中的违法行为而受到刑事处罚
B. 公司经营活动因违法被罚款150万元
C. 公司因违反环保相关规定被有关部口责令停产停业
D. 公司因销售假冒产品被有关部口吊销营业执照","B"
"单选题","下列说法中正确的是（）。","A. 采购人可以接受供应商主动给予的与采购无关的赠品
B. 图书采购项目中，可W要求供应商组织教师外出考察
C. 采购人可以在采购文件中将供应商承诺赠送与采购无关的其他商品、服务作为评审因素 D.采购人不得接受与采购无关的其他商品、服务","D"
"单选题","评审委员会在对某复杂医疗器械项目进行评审 时，发现招标文件存在一处关键的技术参数歧 义，导致评审无法继续。此时应：","A. 由评审委员会集体讨论决定含义
B. 停止评审，向采购人或代理机构书面说明情况
C. 按照对采购人有利的原则进行解释
D. 要求所有投标人进行澄清说明","B"
"单选题","根据《政府采购法实施条例》，询问或者质疑 事项可能影响中标、成交结果的，己经签订合 同的，采购人应当采取的方式是0。","A. 终止履行合同
B. 撤销合同
C. 解除合同
D. 中止履行合同","D"
"单选题","政府采购评审专家的下列行为中，会导致其被 禁止参加政府采购评审活动的是（）。","A. 评审方法不符合评审标准的
B. 泄露评审情况影响中标、成交结果的
C. 未按照采购文件规定的评审程序评审的
D. 泄露评审文件的","B"
"单选题","在政府采购活动中，下列关于采购人员与供应 商的说法正确的是（）。","A. 采购人员与供应商有利害关系而不依法回避的，应当由监察机关给与
警告
B. 采购人员与供应商有利害关系而不依法回避的，应当由检查机关给予
警告
C. 采购人员与供应商有利害关系而不依法回避的，由财政部口给予警
告，并处一定数额罚款。
D. 采购人员与供应商有利害关系而不依法回避的，由监察机关给予警
告，并处一定数额罚款。","C"
"单选题","以下关于电子化政府采购的说法，正确的是（ ) 0","A. 国家建设统一的政府采购电子交易平台
B. 为了保证信息可追溯，国家不鼓励电子化政府采购
C. 国家委托市场主体建设统一的政府采购电子交易平台
D. 国家实行统一的政府采购电子交易平台建设标准","D"
"单选题","政府采购合同自签订之日起，采购人应在何时 进行公告？政府采购合同确需变更政府采购合 同肉容的，采购人应当自合同变更之日起，何 时进行公告？","A. 2个工作日内，2个工作日内。
B. 3曰内，3曰内。
C. 2个工作日内，3个工作日内。
D. 5个工作日内，3个工作日内。","A"
"单选题","政府采购关于""采购本国货物""政策，正确的理解是","A. 完全禁止采购进口产品
B. 经批准可以采购进口产品
C. 国产产品优先，进口产品一律不批准
D. 由采购人自主决定是否采购本国产品","B"
"单选题","某智慧城市数据平台项目招标，为保证系统兼 容性和数据平滑迁移，招标文件要求""投标人 需提供与本市现有王大基础数据库（A、B、C 系统）成功对接的案例证明，每个有效案例得 3分，本项最高9分""。该市现有王大数据库均 由甲公司承建。此评审因素的设置，最可能构成：","A. 合理的项目需求，因为需要保证系统兼容性
B. 以不合理的条件对供应商实行差别待遇或者歧视待遇
C. 属于对供应商实施规模条件的限制
D. 属于变相指定品牌或供应商","B"
"单选题","某学校校园网升级项目由了公司中标。经采购 人书面同意，了公司将项目中综合布线工程分 包给戊公司。因戊公司使用的线缆材质不达 标，导致部分楼宇网络擁疾。此时，采购人应 如何主张权利？","A. 只能依据分包合同追究戊公司的违约责任
B. 只能依据总包合同追究了公司的违约责任
C. 有权选择要求了公司或戊公司承担全部赔偿责任，也可要求二者承担
连带责任
D. 应先要求戊公司赔偿，戊公司无力赔偿时才能要求了公司赔偿","C"
"单选题","某服务项目评审结束后，排名第二的供应商提 出质疑，称评审委员会对其""服务团队资质"" 项的评分有误，认为其提供的证书应得更高分 数。采购代理机构复核发现，评审委员会在该 项的评分确实存在理解偏差，导致该项证书打 分存在不一致。此时，采购代理机构应如何处理？","A. 可以组织原评标委员会进行重新评审
B. 书面答复质疑供应商，说明评分是专家的独立判断，不予更改
C. 报告财政部口，由财政部0决定是否启动重新评审
D. 认定质疑成立，直接发布废标公告。","A"
"单选题","为某政府采购项目提供过下列（）服务的供应 商可以再参加该采购项目的其他采购活动","A. 规范编制
B. 局部设计
C. 检测
D. 监理","B"
"多选题","国务院财政部口应当根据国家的经济和社会发 展政策，会同国务院有关部口制定政府采购政 策，通过（）等措施，实现节约能源、保护 环境、扶持不发达地区和少数民族地区、促进 中小企业发展等目标。","A. 制定采购需求标准
B. 预留采购份额
C. 价格评审优惠
D. 优先采购
E. 直接选定","ABCD"
"多选题","在政府采购活动中，采购人员及相关人员与供 应商有下列哪些利害关系之一的，应当回避？ ()","A. 参加采购活动前3年内与供应商存在劳动关系
B. 参加采购活动前3年肉担任供应商的董事、监事
C. 参加采购活动前3年肉是供应商的控股股东或者实际控制人
D. 与供应商的法定代表人或者负责人有夫妻、直系血亲、三代以内旁系
血亲或者近姻亲关系
E. 与供应商的员工是同学关系。","ABCD"
"多选题","下列哪些行为属于W不合理的条件对供应商实 行差别待遇或者歧视待遇？（）","A. 非法限定供应商的所有制形式、组织形式或者所在地
B. 对供应商采取不同的资格审查或者评审标准
C. 采购需求中的技术、服务等要求指向持定供应商、特定产品
D. 限定或者指定特定的专利、商柄、品牌或者供应商
E. 要求供应商提供具备履行合同所必需的设备和专业技术能力的证明材料","ABCD"
"多选题","在评审过程中，评审委员会成员应当遵守的工 作纪律包括：","A. 客观、公正、审慎地履行职责，遵守职业道德
B. 不得泄露评审文件、评审情况和在评审过程中获悉的商业秘密
C. 发现采购文件存在歧义、重大缺陷导致评审工作无法进行时，应当停
止评审并向采购人或者采购代理机构当面说明情况
D. 对于需要共同认定的事项存在争议的，按照少数服从多数的原则做出结论
E. 对自己的评审意见承担法律责任","ABDE"
"多选题","政府采购项目中下列哪些行为，属于供应商之 间恶意串通？","A. 供应商之间协商报价、技术方案等投标文件的实质性内容
B. 属于同一集团、协会、商会等组织成员的供应商按照该组织要求协同
参加政府采购活动
C. 供应商之间事先约定由某一特定供应商中标、成交
D. 供应商之间商定部分供应商放弃参加政府采购活动或者放弃中标、成交
E. 供应商按照采购人或者采购代理机构的授意撤换、修改投标文件或者
响应文件","ABCD"
"多选题","根据《政府采购法实施条例》规定，询问或 者质疑事项可能影响中标、成交结果的，采购 人应（）。","A. 未签订合同的，终止签订合同
B. 己经签订合同的，继续履行合同
C. 未签订合同的，暂停签iT合同
D. 己经签订合同的，应当中止履行合同
E. 己经签订合同的，暂停履行合同","CD"
"多选题","根据《政府采购法实施条例》，采购人应当自 政府采购合同签iT之日起2个工作日内，将政 府采购合同在省级W上人民政府财政部口指定 的媒体上公告，可W公告的内容有（）","A. 项目的名称、编号及预算金额
B. 合同标的的名称、规格型号与单价
C. 中标供应商的名称与地址
D. 商业秘密
E. 国家秘密","ABC"
"多选题","为实现节约能源、保护环境、扶持不发达地区 和少数民族地区、促进中小企业发展等政府采 购政策目标，目前国家己经出台的政府采购措 施包括0。","A. 预留采购份额
B. 价格评审优惠
C. 优先采购
D. 可以不进行公开招标
E. 制定采购需求标准","ABCE"
"多选题","根据《政府采购法实施条例》，政府采购活动 中采购人或者采购代理机构应当在（）中公开 采购项目预算金额。","A. 谈判文件
B. 中标公告
C. 终止公告
D. 招标文件
E. 询价通知书","ADE"
"多选题","政府采购项目，采购人、采购代理机构的下列 ()行为，可W依法追究法律责任。","A. 非法干预采购评审活动
B. 采用综合评分法时评审标准中的分值设置对应评审因素的量化指标
C. 未依法在指定的媒体上发布政府采购项目信息
D. 通过对样品进行检测、对供应商进行考察等方式改变评审结果
E. 未按照规定组织对供应商履约情况进行验收","ACDE"
"多选题","按照《政府采购法实施条例》规定，对供应商 履约情况进行验收，说法正确的是（）。","A. 政府采购合同的履约验收，应当邀请其他供应商参加
B. 采购人不得委托采购代理机构对供应商履约情况进行验收
C. 验收是对供应商履约情况的实质性验收，而不仅是清点数量及目测的
形式验收
D. 采购人可以委托采购代理对供应商履约情况验收
E. 政府向社会公众提供的公共服务项目，验收时应当邀请服务对象参与
并出具意见，验收结果应当向社会公告","CDE"
"多选题","依据《政府采购法实施条例》，对于""采购需 求""下列选项正确的是（）","A. 采购需求应当完整、明确
B. 采购需求必须征求社会公众意见
C. 采购需求必须征求供应商的意见
D. 采购需求应当合法合规
E. 采购需求必须另征求专家意见","AD"
"多选题","依据《政府采购法实施条例》，属于采购代理 机构的禁止行为的有（）。","A. 接受礼品、现金、有价证券等
B. 接受供应商的宴请、旅游、娱乐等活动安排
C. 与采购人、供应商恶意串通操纵采购活动
D. 组织供应商开讨论会
E. 以不正当的手段获得代理业务","ABCE"
"多选题","采购代理机构发现采购人（），应当建议改正 。采购人拒不改正的，采购代理机构应当向采 购人的本级人民政府财政部口报告，财政部口 应当依法处理。","A. 以不合理条件对供应商实行差别待遇、歧视待遇
B. 未要求供应商提交履约保证金
C. 采购需求存在其他不符合法律、法规和政府采购政策规定内容
D. 有其他违法行为的
E. 采购的产品数量可能无法满足需要","ACD"
"多选题","供应商的下列行为可能被列入不良行为记录名 单，禁止其1至3年内参加政府采购活动的有（ )。","A. 提供虚假材料进行投诉的
B. 在投标文件中以高价报价的
C. 捏造事实投诉的
D. 以非法手段取得证明材料投诉的
E. 在投标文件中以低价报价的","ACD"
"多选题","不同供应商不得参加同一合同项下的政府采购 活动的情形包括（）。","A. 存在直接控股关系
B. 存在参股关系
C. 存在管理关系
D. 单位负责人为同一人
E. 有供货合同关系","ACD"
"多选题","在政府向社会公众提供公共服务项目的公开招 标活动中，以下内容中应在指定媒体上进行公 告的是（）。","A. 验收结果
B. 项目中标人投标文件
C. 中fe结果
D. 政府采购合同
E. 招标公告","ACDE"
"多选题","政府采购评审专家在评审过程中受到非法干预 的，应当及时向（）举报。","A. 采购人
B. 审计部口
C. 财政部0
D. 采购代理机构
E. 监察部口","CE"
"多选题","根据《政府采购法实施条例》，采购文件要求 中标或者成交供应商提交履约保证金的，供应 商应当w()形式提交。","A. 汇票
B. 现金
C. 金融机构、担保机构出具的保函
D. 支票
E. 本票","ACDE"
"多选题","在政府采购活动中，采购人员及相关人员与供 应商有下列哪些利害关系，应当回避？","A. 参加采购活动前3年内与供应商存在劳动关系
B. 与供应商的法定代表人或者负责人有直系血亲关系
C. 是供应商的实际控制人
D. 与供应商的负责人有兰代W内旁系血亲关系
E. 与供应商有其他可能影响政府采购活动公平、公正进行的关系","ABCDE"
"多选题","政府采购工程依法不进行招标的应采用W下哪 种方式采 购：（）","A. 竞争性谈判
B. 询价
C. 单一来源采购
D. 竞争性磋商
E. 框架协议采购","ACD"
"多选题","采购人、采购代理机构在编制采购文件时，下 列哪些行为符合规定。","A. 应根据政府采购政策、采购预算、采购需求编制采购文件
B. 采购需求应当完整、明确，符合国家相关法律法规要求
C. 政府向社会公众提供的公共服务项目，无须就确定采购需求征求社会
公众的意见
D. 采购人可以就确定采购需求征求特定供应商、专家的意见
E. 政府采购工程招标适用招标投标法，可不执行政府采购政策","AB"
"多选题","下列属于""就同一采购项目向供应商提供有差 别的项目信息""的情形的是（）。","A. 公告内容与采购文件内容不一致
B. 采购人有差别的向潜在供应商介绍需求目标
C. 采购人分别组织潜在供应商踏勘项目现场
D. 采购人统一组织潜在供应商进行项目答疑，介绍采购文件的澄清修改内容
E. 采购人统一组织潜在供应商踏勘项目现场","ABC"
"多选题","下列情形中属于特定行政区域或者特定行 业的业绩、奖项作为加分条件或者中标、成交 条件""的是（）","A. 某省直单位采购家具项目，采购文件设定供应商在福州市有家具销售业绩的得3分
B. 某高校采购实验仪器项目，采购文件设定供应商具备""985高校""实验仪器销售业绩的得3分
C. 某省直医院采购物业项目，采购文件设定供应商具备医院物业服务业绩的得3分
D. 某单位采购信息化建设项目，采购文件设定供应商具备信息化建设类似业绩的得3分
E. 某水利单位中央空调维保项目，采购文件设定供应商具有水利系统中央空调维保业绩的得3分","AB"
"多选题","关于联合体投标，下列说法正确的有（）。","A. 联合体各方应共同与采购人签iT合同
B. 联合体各方对采购人承担连带责任
C. 联合体各方均应具备《政府采购法》规定的基本条件
D. 联合体中有相同资质的供应商按较高资质认定
E. 联合体中有相同资质的供应商按较低资质认定","ABCE"
"多选题","政府采购中，全国统一的信用信息平台对不良 行为记录的对象包括（）。","A. 监管部口
B. 采购代理机构
C. 供应商
D. 采购人
E. 评审专家","BCE"
"多选题","政府采购项目招标文件应当包括的内容有（） 0","A. 采购需求
B. 评标方法和标准
C. 投标保证金提交比例
D. 投标人的资格条件
E. 投标报价要求","ABDE"
"多选题","政府采购活动中，有政府采购法第屯十一条、 第走十二条规定的违法行为之一，影响或者可 能影响中标、成交结果的，依照下列规定处 理：","A. 政府采购合同己经履行，给采购人、供应商造成损失的，由责任人承
担赔偿责任
B. 政府采购合同己签巧但尚未履行的，合同有效，继续履行，并由责任
人赔偿损失
C. 未确定中标或者成交供应商的，终止本次政府采购活动，重新开展政
府采购活动
D. 政府采购合同己签订但尚未履行的，撤销本次政府采购合同
E. 己确定中标或者成交供应商但尚未签iT政府采购合同的，中标或者成
交结果无效","ACDE"
"多选题","根据《政府采购法实施条例》，供应商应知其 权益受到损害之日，正确的有（）。","A. 对中标或者成交结果提出质疑的，为提出质疑之日
B. 对中标或者成交结果提出质疑的，为中标或者成交结果公告之日
C. 对可以质疑的采购文件提出质疑的，为收到采购文件之日或者采购文
件公告期限届满之日
D. 对采购过程提出质疑的，为各采购程序环节结束之日
E. 对中标或者成交结果提出质疑的，为中标或者成交结果公告期限届满之日","CDE"
"多选题","按照《政府采购法实施条例》规定，采购人 做法不正确的是（）。","A. 采购人按照国务院财政部口的规定组织重新评审的，应当书面报告本
级人民政府财政部门
B. 采购人发现评审报告存在错误，可以重新组建评审委员会进行重新评审
C. 采购人按照国务院财政部口的规定组织重新评审的，新的评审报告应","BCE"
"多选题","根据《政府采购法实施条例》，关于政麻采购 代理机构的说法，正确的有（）。","A. 注册资本金超过100万元
B. 具有政府采购代理机构资质
C. 具备开展政府采购业务所需的评审条件和设施
D. 建立完善的政府采购内部监督管理制度
E. 有自有产权的办公场所","CD"
"多选题","按照《政府采购法实施条例》规定，政府采购 评审专家下列做法不正确的是（）。","A. 在评审过程中发现供应商有行贿、提供虚假材料或者串通等违法行为的，应当在评审完成后向公共资源交易中屯报告
B. 在评审过程中受到非法干预的，应当在评审完成后向财政、监察等部门举报
C. 采购人可以与评审专家沟通
D. 在评审过程中受到非法干预的，应当及时向财政、监察等部口举报。
E. 在评审过程中发现供应商有行贿、提供虚假材料或者串通等违法行为的，应当在评审完成后向财政部n报告","ABE"
"多选题","下列情形中，哪些属于政府采购法实施条例定 义的""财政性资金""范围。","A. 行政机关纳入预算管理的财政拨款收入
B. 行政机关纳入预算管理的利息收入
C. 事业单位纳入预算管理的经营收入
D. 事业单位纳入预算管理的捐赠收入
E. 纳入预算管理的附属单位上缴收入","ABCDE"
"多选题","下列采购项目适用《中华人民共和国政府采购 法》及《中华人民共和国政府采购法实施条例 》的有（）","A. 某省直高校采购与建筑物和构筑物新建、改建、扩建项目无关的单独的装修工程项目，预算金额800万元
B. 某省直机关单位办公大楼修緯工程项目，预算金额3抓万元
C. 某省直医院科研楼建设工程项目，预算金额抓00万元
D. 某商业银行钢结构停车场改造工程项目，预算金额300万元
E. 某保险公司新建宿舍楼建设工程项目，预算金额3000万","AB"
"多选题","公开招标项目，评审专家在评审时发现，采购 文件规定的号实质性要求条款存在明显 书写错误，导致所有投标人均不可能满足。此 时评审专家错误的做法是：","A. 按照字面意思评审，将所有投标作无效处理，导致废标
B. 集体讨论后，自行修正该错误条款的含义并进行评审
C. 停止评审，与采购人或者采购代理机构沟通并作书面记录
D. 忽略此条款，继续对其他条款进行评审
E. 建议采购人代表当场进行澄清","ABDE"
"多选题","政府采购项目中，以下（）属于评审委员会需 要重新审查自己的评审意见","A. 评审结束后出现法定情形发起的重新评审
B. 出现质疑后的配合协助答复
C. 单一来源公示后对供应商质疑的答复
D. 采购人要求的评审
E. 评标报告签署前的复核","ABE"
"多选题","根据《政府采购法》及其实施条例，下列属于 不能事先计算出价格总额的情形是0","A. 所采购的货物只能采用特定专利才能满足采购人的需求
B. 政府采购与建筑物新建相关的装修工程
C. 技术复杂或者性质特殊，需要聘请专业咨询机构确定详细规格或者具
体要求的
D. 政府采购某艺术品
E. 因服务时间和数量不能事先确定","ADE"
"多选题","根据《政府采购法实施条例》，采购人编制政 府采购实施计划的依据有（）。","A. 采购方案
B. 采购限额标准
C. 己批复的部口预算
D. 对供应商的资格要求
E. 集中采购目录","BCE"
"多选题","财政部口处理投诉事项，需要（）的时间，不 计算在投诉处理期限内。","A. 调查当事人基本信息
B. 投诉人补正材料
C. 检验、检测、鉴定
D. 询问相关当事人
E. 专家评审","BCE"
"多选题","政府采购法所称分散采购包括（）行为。","A. 采购人委托采购代理机构采购未列入集中采购目录，也未达到采购限额的项目
B. 采购人委托集中采购机构采购集中采购目录W外但属于政府采购范围内的品目
C. 采购人委托采购代理机构采购集中采购目录W外采购限额标准W上的项目
D. 采购人自行采购采购限额标准W上的未列入集中采购目录的项目
E. 采购人自行采购政府采购范围外的品目","BCD"
"判断题","在非被密或不存在敏感信息的政府采购项目中 要求供应商有从事涉密业务的资格属于对供应 商实行差别待遇的情形。","A. 正确
B. 错误","A"
"判断题","工程建设有关的货物，是指构成工程不可分割 的组成部分，且为实现工程基本功能所必需的 设备、材料等。","A. 正确
B. 错误","A"
"判断题","采购代理机构工作人员不得接受采购人或者供 应商组织的宴请、旅游、娱乐，不得收受礼品 、现金、有价证券等，不得向采购人或者供应 商报销应当由个人承担的费用","A. 正确
B. 错误","A"
"判断题","政府采购法实施条例的规定，审计机关，监察机关发现采购当事人有违法行为的，应当及时通报财政部0。","A. 正确
B. 错误","A"
"判断题","政府采购项目评审专家对评审报告有异议的可以不在评审报告上签字，只需书面说明不同意见及理由。","A. 正确
B. 错误","B"
"判断题","政府采购货物和服务，采购人公示采购信息和 唯一供应商名称时，公示期不得少于3个工作曰。","A. 正确
B. 错误","B"
"判断题","采购人应当自政府采购合同签订之日起2个工 作日肉，将政府采购合同在省级以上人民政府 财政部口指定的媒体上公告，但政府采购合同 中被及国家秘密、商业秘密的内容除外。","A. 正确
B. 错误","A"
"判断题","供应商对采购文件提出质疑的，可以自采购文 件公告之日起7个工作日肉提出。","A. 正确
B. 错误","B"
"判断题","采购人、采购代理机构不得向供应商索要或者接受其给予的赠品、回扣或者与采购无关的其他商品、服务","A. 正确
B. 错误","A"
"判断题","采购人或者采购代理机构不得通过对样品进行检测、对供应商进行考察等方式改变评审结果0","A. 正确
B. 错误","A"
"判断题","中标通知书发出后，因采购人内部审批流程复杂，双方在通知书发出后第40天才正式签订政府采购合同。只要供应商同意，此行为不违反法律规定。","A. 正确
B. 错误","B"
"判断题","招标文件要求提交样品，评审结束后，采购代 理机构将中标人的样品留样封存，将未中标人 的样品自行处理变卖，所得款项用于冲抵采购 代理成本费用。此做法符合法律规定。","A. 正确
B. 错误","B"
"判断题","政府采购项目，中标结果公告中必须公布所有 投标人的报价和评分明细。","A. 正确
B. 错误","B"
"判断题","供应商对采购文件有疑问，在投标截止日3天前向采购人口头提出询问，采购人必须书面答复。","A. 正确
B. 错误","B"
"判断题","中标供应商将项目非主体部分分包给子公司， 不需要采购人同意。","A. 正确
B. 错误","B"
"判断题","银行、保险、石油石化、电力、电信等有行业 将殊情况的，采购人可按照其特点在采购文件 中专门规定允许分支机构参加政府采购。","A. 正确
B. 错误","A"
"判断题","政府采购项目中，为采购项目提供整体设计、规范编制的供应商，可以再参加该采购项目监理、检测服务的采购。","A. 正确
B. 错误","A"
"判断题","采购人或采购代理机构不得通过强制供应商组 成联合体参与投标。","A. 正确
B. 错误","A"
"判断题","政府采购法律法规明确的由采购人承担的法律 责任，不因为采购人将相关事项委托出去而转移。","A. 正确
B. 错误","A"
"判断题","在政府采购管理中，凡使用纳入预算管理的资金，不论资金来源，都应当纳入政府采购管理范畴。","A. 正确
B. 错误","A"
"判断题","政府采购工程以及与工程建设有关的货物、服务，采用招标方式采购的，可不执行政府采购政策。","A. 正确
B. 错误","B"
"判断题","政府采购工程项目的可行性研究报告服务采购 属于《中华人民共和国政府采购法实施条例》 规定的与工程建设有关的服务。","A. 正确
B. 错误","B"
"判断题","政府采购评审专家与供应商存在利害关系未回 避的，处2万元以上日万元以下的罚款，禁止其 参加政府采购评审活动。","A. 正确
B. 错误","A"
"判断题","采购代理机构应当在中标通知书发出后5个工 作日肉，退还中标供应商的投标保证金。","A. 正确
B. 错误","B"
"判断题","政府采购项目中，单位负责人为同一人或者存 在控股、管理关系的不同供应商，不得参加同 一合同项下的政府采购活动。","A. 正确
B. 错误","B"
"判断题","福建省某事业单位利用财政性资金和接受的社 会捐赠资金共同实施一个信息化项目，项目预 算300万元，其中财政性资金150万元，社会捐 赠资金150万元。该项目整体必须执行政府采 购程序，并按照300万元的总预算确定采购方式。","A. 正确
B. 错误","A"
"判断题","政府采购评审专家未按照采购文件规定的评审 程序、评审方法和评审标准进行独立评审或者 泄露评审文件、评审情况的，由财政部口给予 警告，并处2000元以上2万元以下的罚款；影 响中标、成交结果的，处2万元以上5万元以下 的罚款，禁止其参加政府采购评审活动。","A. 正确
B. 错误","A"
"判断题","某事业单位使用其下属独立核算企业的分红利 涧（该利润未上缴财政，直接用于单位设备更 新）采购一批价值300万元的科研设备。因该 资金来源于投资收益，故该项目可不适用《政 府采购法》及其实施条例。","A. 正确
B. 错误","B"
"判断题","为确保项目成功率，某服务项目招标文件规 定：""投标人须提供近呈年内在副省级以上城 市完成的同类项目业绩，每个业绩得2分，最 高得6分""。该规定因限制了特定行政区域的 业绩，属于以不合理条件实行差别待遇的规定（（）","A. 正确
B. 错误","A"
"判断题","甲、乙两家公司的投标文件中，技术方案章节 出现了兰处完全相同的、非通用的描述性语句 错误。评标委员会据此认定两家公司投标文件 ""异常一致""，视为串通投标，否决了其投标 。此认定符合政府采购相关规定。","A. 正确
B. 错误","A"
